# Loaded 669 datapoints from ./data/hera_II_combined_sigmar.txt in Q2 range 0.5 - 1000 GeV^2, now we have in total 669 points 
# 0.077 4.47
# === Perturbative settings ===
# Settings: lo (scheme), lobk, balpdrc
# Use LOBK (DL,SL==false): true
# Use ResumBK (DL,SL==true,KC_NONE): false
# Use NLOBK (DL,SL==true,KC_NONE,NO_K2==false): false
# KinematicalConstraint / target eta0 BK: 2 (0 BEUF_K_PLUS, 1 EDMOND_K_MINUS, 2 NONE)
# Target eta0 RHO shift: 0 (0 TRBK_RHO_DISABLED, 1 TRBK_RHO_QQ0, 2 TRBK_RHO_RQ0)
# Running Coupling: (RC_LO):    4 (0 fc, 1 parent, 2 parent_beta, 3 smallest, 4 balitsky, 5 frac, 6 guillaume)
# Running Coupling: (RC_NLO):    1 (0 fc, 1 parent, 2 smallest)
# Running Coupling: (RESUM_RC): 2 (0 fc, 1 balitsky, 2 parent, 3 smallest, 4 guillaume)
# Running Coupling: (RC_DIS):   1 (0 fc, 1 parent, 2 smallest, 3 guillaume)
# Use NLOimpact: false
# Use SUBscheme: false
# Use Sigma3: false
# Use improved Z2 bound: true
# Use Z2 loop term: false
# Cuba MC: vegas, Cuba eps = 0.001, Cuba maxeval = 1e+08
# config::INTACCURACY = 0.005, config::RPOINTS = 200, config::DE_SOLVER_STEP = 0.4, config::{MINR, MAXR}, nlodis_config::{MINR, MAXR} = 1e-06 30 1e-06 30
=== Initial parameters ===

# ext. ||   Name    ||   type  ||     Value     ||  Error +/- 

   0   ||    qs0sqr ||  const  ||               0.077 ||
   1   ||alphascalingC2 ||  const  ||                4.47 ||
   2   ||       e_c ||  const  ||                15.6 ||
   3   ||anomalous_dimension ||  const  ||                1.01 ||
   4   ||icx0_nlo_impfac ||  const  ||                   1 ||
   5   ||   icx0_bk ||  const  ||                0.01 ||
   6   ||icTypicalPartonVirtualityQ0sqr ||  const  ||                   1 ||
   7   ||initialconditionY0 ||  const  ||                   0 ||
   8   ||      eta0 ||  const  ||                   0 ||
   9   ||old_sigma02 ||  const  ||             35.6952 ||
  10   ||mass_charm ||  const  ||                 1.4 ||
  11   ||mass_bottom ||  const  ||                 4.9 ||



=== Initializing Chi^2 regression ===  parameters (0.077, 4.47, 15.6, 1.01, 1, 0.01, 1, 0, 0, 35.6952, 1.4, 4.9)
#### Solving BK equation up to y=10.8198
                                                   # Evolved up to 0.4/10.8198, h=0.711961                                                   # Evolved up to 0.8/10.8198, h=0.799719                                                   # Evolved up to 1.2/10.8198, h=0.895245                                                   # Evolved up to 1.6/10.8198, h=0.999951                                                   # Evolved up to 2/10.8198, h=1.10413                                                   # Evolved up to 2.4/10.8198, h=1.12031                                                   # Evolved up to 2.8/10.8198, h=1.13564                                                   # Evolved up to 3.2/10.8198, h=1.1507                                                   # Evolved up to 3.6/10.8198, h=1.16563                                                   # Evolved up to 4/10.8198, h=1.1803                                                   # Evolved up to 4.4/10.8198, h=1.19439                                                   # Evolved up to 4.8/10.8198, h=1.20827                                                   # Evolved up to 5.2/10.8198, h=1.22218                                                   # Evolved up to 5.6/10.8198, h=1.23599                                                   # Evolved up to 6/10.8198, h=1.24925                                                   # Evolved up to 6.4/10.8198, h=1.26246                                                   # Evolved up to 6.8/10.8198, h=1.27562                                                   # Evolved up to 7.2/10.8198, h=1.28882                                                   # Evolved up to 7.6/10.8198, h=1.30153                                                   # Evolved up to 8/10.8198, h=1.31422                                                   # Evolved up to 8.4/10.8198, h=1.3267                                                   # Evolved up to 8.8/10.8198, h=1.33794                                                   # Evolved up to 9.2/10.8198, h=1.33586                                                   # Evolved up to 9.6/10.8198, h=1.35899                                                   # Evolved up to 10/10.8198, h=1.37673                                                   # Evolved up to 10.4/10.8198, h=1.38892                                                   # Evolved up to 10.8/10.8198, h=1.40072                                                   # Evolved up to 11.2/10.8198, h=1.41257
#AmplitudeLib initialized , minr: 1e-06 maxr: 27.5255 rpoints: 200 maxy 11.2 x0 0.01 Q_{s,0}^2 = 0.289521 GeV^2 [ N(r^2=2/Q_s^2, x=x0) = 0.3934] (AmplitudeLib v. 2.1 2017-07-25 git commit deb0171bfc81b828f6432ed07df21e25a9196eb4)
# Using parent dipole RC
z2_min scheme is improved z2min(Q^2) ~ 1/Q^2
# Using Z2SIM LO rapidity -- simple Q^2 independent z2min scheme in LO rapidity (not using sub && z2imp)
# Using projectile Y evolution rapidity
# TRBK RHO is TRBK_RHO_DISABLED
=== Computing Reduced Cross sections ===
     0.001        1.5   0.014822    0.46208  0.0303604   0.442828
    0.0032        1.5  0.0046319    0.41003  0.0139039   0.373775
  2.47e-05          2    0.80012    0.78079   0.042438   0.770629
 2.928e-05          2    0.67496    0.78789  0.0210215   0.787997
     5e-05          2    0.39526    0.82276  0.0218716   0.777899
     8e-05          2    0.24704    0.76154  0.0146753   0.737538
   0.00013          2    0.15202    0.72306  0.0145568   0.689765
    0.0002          2   0.098814    0.67867  0.0142209   0.647401
   0.00032          2   0.061759    0.62657   0.014632   0.602913
    0.0005          2   0.039526    0.57473  0.0156527   0.562802
     0.001          2   0.019763    0.50981   0.011836   0.505024
    0.0032          2  0.0061759    0.42584  0.0111836   0.421059
 3.088e-05        2.7    0.86398    0.84531  0.0340425   0.849336
  3.66e-05        2.7    0.72896    0.86644  0.0261668   0.875292
  4.09e-05        2.7    0.65232    0.93728  0.0813918   0.883635
     5e-05        2.7     0.5336    0.88325  0.0215437   0.884933
     8e-05        2.7     0.3335    0.88929  0.0134813   0.850924
   0.00013        2.7    0.20523    0.80497  0.0108574    0.79707
    0.0002        2.7     0.1334    0.78138  0.0157357   0.746623
   0.00032        2.7   0.083374    0.69971  0.0126271   0.692934
    0.0005        2.7    0.05336    0.64484   0.011883   0.644362
    0.0008        2.7    0.03335    0.59438  0.0132896   0.596148
    0.0013        2.7   0.020523    0.56672  0.0115128   0.549588
     0.002        2.7    0.01334     0.4812  0.0146786   0.511175
     0.005        2.7   0.005336    0.45307   0.011038   0.438786
  4.06e-05        3.5    0.85185    0.80554  0.0605292   0.931579
 4.323e-05        3.5    0.80002    0.88079  0.0469842   0.943588
   4.6e-05        3.5    0.75185    0.96533  0.0425504   0.952701
 5.124e-05        3.5    0.67496    0.94011  0.0326683   0.962556
  5.31e-05        3.5    0.65132    0.88015  0.0367191   0.964318
     8e-05        3.5    0.43231    0.95226  0.0207647   0.950676
   0.00013        3.5    0.26604    0.91787  0.0123209   0.895915
    0.0002        3.5    0.17292    0.85416  0.0115236   0.838804
   0.00032        3.5    0.10808    0.79091  0.0112626   0.776476
    0.0005        3.5    0.06917    0.74923  0.0123658   0.719718
    0.0008        3.5   0.043231    0.65903  0.0107034   0.663277
    0.0013        3.5   0.026604    0.62339  0.0118094    0.60876
     0.002        3.5   0.017292     0.5684 0.00748475    0.56382
     0.008        3.5  0.0043231    0.46195 0.00779102    0.44087
  5.22e-05        4.5    0.85185    0.91607  0.0706424    1.00735
  5.92e-05        4.5    0.75112    0.97144  0.0404409    1.02926
 6.176e-05        4.5    0.71999    0.97035   0.048434    1.03413
  6.83e-05        4.5    0.65105     1.0796  0.0318255    1.04094
  7.32e-05        4.5    0.60746     1.0187  0.0299488    1.04224
  8.18e-05        4.5     0.5436     1.0795   0.169123    1.03958
   0.00013        4.5    0.34205     1.0204  0.0175007   0.994774
    0.0002        4.5    0.22233    0.96119  0.0137737   0.932932
   0.00032        4.5    0.13896    0.89331   0.013234   0.862113
    0.0005        4.5   0.088933    0.79708  0.0118368   0.796732
    0.0008        4.5   0.055583    0.72028  0.0126935   0.731553
    0.0013        4.5   0.034205    0.66549  0.0122278   0.668563
     0.002        4.5   0.022233     0.6154  0.0112024   0.616651
    0.0032        4.5   0.013896    0.57189 0.00972367   0.564399
  7.54e-05        6.5    0.85185     1.1174  0.0849678    1.11392
 8.029e-05        6.5    0.79997     1.0851  0.0504724    1.12642
  8.55e-05        6.5    0.75122      1.097  0.0402002     1.1359
 9.515e-05        6.5    0.67503     1.0838   0.040443    1.14532
  9.86e-05        6.5    0.65141     1.1774   0.036014    1.14667
   0.00013        6.5    0.49407     1.1134  0.0214142    1.13502
    0.0002        6.5    0.32115     1.1119  0.0152847    1.07623
   0.00032        6.5    0.20072     1.0013  0.0127421   0.994809
    0.0005        6.5    0.12846    0.93276  0.0150812   0.916231
    0.0008        6.5   0.080287    0.84903  0.0122373   0.836966
    0.0013        6.5   0.049407    0.75842  0.0120345   0.760212
     0.002        6.5   0.032115    0.69498 0.00980721   0.696953
    0.0032        6.5   0.020072    0.64107  0.0107091    0.63335
     0.005        6.5   0.012846    0.57884  0.0092303   0.577678
  9.86e-05        8.5    0.85185     1.1609  0.0452126    1.18642
0.00010499        8.5        0.8     1.1832  0.0599352    1.19903
 0.0001118        8.5    0.75127     1.1798   0.039365    1.20797
0.00012443        8.5    0.67501     1.2585  0.0335686    1.21573
  0.000129        8.5     0.6511     1.2318  0.0313885    1.21685
  0.000139        8.5    0.60426     1.2565  0.0737371    1.21647
    0.0002        8.5    0.41996     1.1948  0.0210391    1.17955
   0.00032        8.5    0.26248      1.107   0.014186    1.09564
    0.0005        8.5    0.16798     1.0137  0.0148551     1.0079
    0.0008        8.5    0.10499    0.93089  0.0133775   0.917739
    0.0013        8.5   0.064609    0.83932  0.0123736    0.82998
     0.002        8.5   0.041996    0.76863  0.0143409   0.757632
    0.0032        8.5   0.026248    0.66098  0.0127106   0.684952
     0.005        8.5   0.016798    0.63241  0.0109513   0.621362
   0.00032         10    0.30879     1.1381  0.0273876    1.15722
    0.0005         10    0.19763     1.0581  0.0244029    1.06495
    0.0008         10    0.12352    0.97675  0.0235308   0.968088
    0.0013         10   0.076011    0.88846  0.0234933   0.873374
     0.002         10   0.049407    0.80175  0.0228096   0.795201
     0.005         10   0.019763    0.62751  0.0102588   0.648076
 0.0001392         12    0.85185     1.2808  0.0453114    1.27028
  0.000161         12     0.7365       1.34   0.026342     1.2925
 0.0001821         12    0.65116     1.2951  0.0300198    1.29651
    0.0002         12    0.59289     1.2935  0.0210965    1.29369
   0.00032         12    0.37055     1.2227  0.0150765    1.22541
    0.0005         12    0.23715     1.1453  0.0129713    1.12985
    0.0008         12    0.14822     1.0454   0.012017    1.02576
    0.0013         12   0.091213    0.93471  0.0143442   0.922964
     0.002         12   0.059289    0.85138  0.0136245   0.838013
    0.0032         12   0.037055    0.75383  0.0148208   0.752763
     0.005         12   0.023715    0.67921  0.0120694    0.67826
 0.0001741         15    0.85136     1.3403  0.0544447    1.31779
    0.0002         15    0.74111     1.3862  0.0408819    1.33792
 0.0002276         15    0.65124       1.33   0.041097    1.34159
   0.00032         15    0.46319     1.3127  0.0202004    1.30397
    0.0005         15    0.29644     1.2068  0.0133151    1.20953
    0.0008         15    0.18528     1.1049  0.0120623    1.09765
    0.0013         15    0.11402    0.97884  0.0112517   0.984915
     0.002         15   0.074111    0.86832  0.0102848   0.891385
    0.0032         15   0.046319    0.78328 0.00978003    0.79747
     0.005         15   0.029644    0.71299 0.00822391     0.7155
     0.008         15   0.018528    0.63212 0.00745219   0.636543
  0.000209         18    0.85103     1.3704    0.05659     1.3527
  0.000237         18    0.75049     1.3788  0.0326396    1.37008
  0.000268         18    0.66368     1.3718  0.0221266    1.37249
  0.000328         18    0.54227     1.3825  0.0217417    1.35628
    0.0005         18    0.35573     1.2806   0.014898    1.27345
    0.0008         18    0.22233     1.1553  0.0121182    1.15711
    0.0013         18    0.13682     1.0378  0.0111676    1.03645
     0.002         18   0.088933    0.93994  0.0105826    0.93571
    0.0032         18   0.055583    0.82948  0.0094472   0.834459
     0.005         18   0.035573     0.7438 0.00833443   0.746135
     0.008         18   0.022233      0.664 0.00755127   0.661163
   0.00029         22    0.74963     1.4338  0.0416056     1.4009
   0.00032         22    0.67935     1.4306  0.0461141    1.40321
  0.000345         22    0.63012     1.4102  0.0287335    1.39959
  0.000388         22    0.56029     1.3925  0.0221239    1.38637
    0.0005         22    0.43478     1.3823  0.0212939    1.34017
  0.000592         22    0.36721     1.3265  0.0196976    1.29964
    0.0008         22    0.27174      1.229  0.0160093    1.22259
    0.0013         22    0.16722     1.0574  0.0298809    1.09394
     0.002         22     0.1087    0.99039  0.0186549   0.985155
    0.0032         22   0.067935    0.90023  0.0264739   0.875585
     0.005         22   0.043478      0.769  0.0205008   0.780085
     0.008         22   0.027174    0.65607  0.0179925   0.688298
  0.000314         27    0.84968     1.4802  0.0691187    1.41401
  0.000355         27    0.75154     1.4408  0.0421892    1.42705
   0.00041         27    0.65073     1.4618  0.0358588    1.42385
    0.0005         27     0.5336     1.4108  0.0188402    1.39959
    0.0008         27     0.3335     1.2885  0.0140629    1.28836
    0.0013         27    0.20523     1.1536  0.0127233    1.15311
     0.002         27     0.1334     1.0437  0.0117737    1.03627
    0.0032         27   0.083374    0.91323  0.0105178   0.918081
     0.005         27    0.05336    0.79956 0.00921077    0.81501
     0.008         27    0.03335     0.7073 0.00829861   0.716062
 0.0004603         35    0.75136     1.4273  0.0345271    1.45062
    0.0005         35     0.6917     1.4719  0.0372479    1.44959
 0.0005311         35     0.6512     1.4398  0.0240893    1.44516
  0.000616         35    0.56144      1.458  0.0257913    1.42367
  0.000657         35    0.52641     1.4332  0.0220167    1.41206
    0.0008         35    0.43231     1.3864  0.0150013    1.36635
     0.001         35    0.34585     1.3115  0.0173635    1.30496
    0.0013         35    0.26604     1.2224  0.0119157    1.22785
     0.002         35    0.17292      1.099  0.0116437     1.1017
    0.0032         35    0.10808    0.96333  0.0103109   0.972534
     0.005         35    0.06917     0.8507 0.00950538   0.859683
     0.008         35   0.043231    0.74595  0.0084995   0.751404
   0.00059         45    0.75367     1.4678  0.0515207     1.4628
 0.0006341         45    0.70125     1.4511    0.03021    1.46052
    0.0007         45    0.63523     1.4853  0.0389033    1.45156
    0.0008         45    0.55583     1.4601  0.0192028    1.42871
   0.00092         45    0.48333     1.3877  0.0242449    1.39571
    0.0011         45    0.40424     1.3707  0.0223445    1.34845
    0.0013         45    0.34205      1.294  0.0132475    1.29818
     0.002         45    0.22233     1.1521  0.0115633    1.16516
    0.0032         45    0.13896      1.005  0.0103633    1.02573
     0.005         45   0.088933    0.89644  0.0100852    0.90319
     0.008         45   0.055583     0.7804 0.00889242   0.785736
    0.0008         60    0.74111       1.47  0.0301351    1.46582
   0.00086         60     0.6894     1.5457  0.0457615    1.45963
   0.00094         60    0.63073     1.5253  0.0448842    1.44729
    0.0011         60    0.53899     1.4591  0.0301675    1.41636
    0.0013         60    0.45607     1.3909  0.0170427    1.37112
    0.0015         60    0.39526     1.3166  0.0243021    1.32909
     0.002         60    0.29644     1.2342  0.0120735    1.23647
    0.0032         60    0.18528     1.0771   0.010959    1.08686
     0.005         60    0.11858    0.93215 0.00987212   0.953432
     0.008         60   0.074111     0.8185 0.00978869   0.825285
  0.000922         70    0.75022     1.3851   0.087526    1.46122
     0.001         70     0.6917     1.4335  0.0496729    1.45521
    0.0011         70    0.62882     1.5062  0.0442244    1.44135
   0.00124         70    0.55782     1.4447  0.0356205    1.41554
    0.0013         70    0.53208     1.4142  0.0288734    1.40345
     0.002         70    0.34585     1.2456   0.024202    1.27325
    0.0025         70    0.27668       1.19   0.018643    1.20107
    0.0032         70    0.21616     1.0842  0.0152476    1.11947
     0.005         70    0.13834    0.95805  0.0128147   0.980406
     0.008         70   0.086462    0.81942  0.0151756   0.846531
    0.0013         90     0.6841     1.4785  0.0272627    1.43679
    0.0015         90    0.59289     1.4175  0.0285832    1.40982
     0.002         90    0.44466     1.3275  0.0192464    1.32809
    0.0032         90    0.27791     1.1653  0.0137088    1.17186
     0.005         90    0.17787     1.0233  0.0120273    1.02452
     0.008         90    0.11117    0.88253  0.0114409   0.881344
    0.0016        120    0.74111     1.4098  0.0257631    1.41999
   0.00172        120     0.6894     1.4442  0.0590295    1.40915
   0.00188        120    0.63073     1.4127  0.0499743    1.39063
     0.002        120    0.59289     1.3613  0.0187929    1.37488
   0.00212        120    0.55933     1.3859  0.0400388    1.36012
    0.0027        120    0.43917     1.2459  0.0348174    1.28662
    0.0032        120    0.37055     1.2083  0.0137268    1.22834
     0.005        120    0.23715     1.0415  0.0139312     1.0745
     0.008        120    0.14822    0.89275  0.0108967    0.92122
     0.002        150    0.74111     1.3807  0.0269228     1.3889
    0.0032        150    0.46319     1.2348   0.015219    1.26692
     0.005        150    0.29644     1.0778  0.0129808      1.112
     0.008        150    0.18528    0.92693  0.0137795   0.952087
    0.0026        200    0.76011     1.3123  0.0272973    1.34784
    0.0032        200    0.61759     1.2484  0.0185298    1.30154
     0.005        200    0.39526     1.1099  0.0122369     1.1569
     0.008        200    0.24704    0.94762 0.00952984   0.991177
    0.0033        250    0.74859       1.28  0.0276072    1.30215
     0.005        250    0.49407     1.1266  0.0146362    1.18603
     0.008        250    0.30879    0.95192 0.00994271    1.02041
    0.0039        300    0.76011     1.2182  0.0272739    1.26704
     0.005        300    0.59289     1.1418  0.0197144    1.20308
     0.008        300    0.37055    0.96895  0.0109403    1.04287
    0.0053        400    0.74577     1.1812  0.0273239    1.19625
     0.008        400    0.49407     1.0179  0.0133302    1.07285
    0.0066        500    0.74859     1.0516  0.0253618    1.13904
     0.008        500    0.61759    0.99848  0.0210828    1.08769
    0.0085        650    0.75564     1.0003  0.0265964    1.07363
   8.6e-06        0.5    0.64456    0.44133    0.04642   0.396889
  1.12e-05       0.65    0.64341    0.51034  0.0290393   0.459789
  1.64e-05       0.65     0.4394    0.50701  0.0417343   0.459099
  1.38e-05       0.85    0.68286    0.61437  0.0730793   0.527149
     2e-05       0.85    0.47118    0.60635  0.0202367   0.530007
     2e-05        1.2    0.66519    0.73981  0.0724279   0.624243
   3.2e-05        1.2    0.41574    0.66516  0.0210242    0.62103
   3.2e-05        1.5    0.51968    0.81734  0.0328277     0.6927
  3.27e-05          2    0.67807    0.85607  0.0362689   0.774891
     5e-05          2    0.44346    0.85359  0.0207224   0.772102
  4.09e-05        2.7    0.73187    0.96068  0.0641913   0.859993
     5e-05        2.7    0.59867    0.88646  0.0186918   0.870635
     8e-05        2.7    0.37417    0.90542  0.0343618   0.846727
  5.73e-05        3.5    0.67718     1.0082  0.0471154   0.944761
     8e-05        3.5    0.48503     0.9801  0.0174889   0.941662
  8.18e-05        4.5    0.60989     1.1151  0.0268862    1.02189
   0.00013        4.5    0.38376       1.01  0.0218956   0.989545
  9.86e-05        6.5    0.73085     1.1653  0.0444711    1.11615
   0.00013        6.5    0.55432     1.1735  0.0196365    1.12002
    0.0002        6.5    0.36031     1.1112  0.0225192    1.07144
  0.000139        8.5    0.67795      1.177  0.0361872    1.18989
    0.0002        8.5    0.47118     1.2119  0.0196962    1.16938
   0.00013         10    0.85281     1.1488   0.067489    1.19999
    0.0002         10    0.55432     1.2448  0.0355021    1.22164
  0.000161         12    0.82632     1.2263  0.0696541    1.24774
    0.0002         12    0.66519     1.2828  0.0334399    1.26725
